#timebase=4000000(ps)
,#voltbase=1000000(mv/100)
#size=4000
-4.760E-05,0.080
-4.758E-05,0.040
-4.756E-05,0.040
-4.754E-05,0.080
-4.752E-05,0.040
-4.750E-05,0.080
-4.748E-05,0.080
-4.746E-05,0.040
-4.744E-05,0.080
-4.742E-05,0.080
-4.740E-05,0.040
-4.738E-05,0.040
-4.736E-05,0.080
-4.734E-05,0.080
-4.732E-05,0.040
-4.730E-05,0.040
-4.728E-05,0.040
-4.726E-05,0.080
-4.724E-05,0.080
-4.722E-05,0.040
-4.720E-05,0.040
-4.718E-05,0.040
-4.716E-05,0.080
-4.714E-05,0.080
-4.712E-05,0.040
-4.710E-05,0.040
-4.708E-05,0.040
-4.706E-05,0.040
-4.704E-05,0.040
-4.702E-05,0.080
-4.700E-05,0.080
-4.698E-05,0.040
-4.696E-05,0.000
-4.694E-05,0.080
-4.692E-05,0.040
-4.690E-05,0.080
-4.688E-05,0.080
-4.686E-05,0.080
-4.684E-05,0.080
-4.682E-05,0.080
-4.680E-05,0.040
-4.678E-05,0.040
-4.676E-05,0.040
-4.674E-05,0.120
-4.672E-05,0.080
-4.670E-05,0.040
-4.668E-05,0.040
-4.666E-05,0.080
-4.664E-05,0.080
-4.662E-05,0.040
-4.660E-05,0.080
-4.658E-05,0.080
-4.656E-05,0.080
-4.654E-05,0.040
-4.652E-05,0.040
-4.650E-05,0.040
-4.648E-05,0.040
-4.646E-05,0.040
-4.644E-05,0.040
-4.642E-05,0.080
-4.640E-05,0.080
-4.638E-05,0.040
-4.636E-05,0.080
-4.634E-05,0.080
-4.632E-05,0.040
-4.630E-05,0.040
-4.628E-05,0.040
-4.626E-05,0.040
-4.624E-05,0.040
-4.622E-05,0.040
-4.620E-05,0.080
-4.618E-05,0.040
-4.616E-05,0.080
-4.614E-05,0.080
-4.612E-05,0.040
-4.610E-05,0.080
-4.608E-05,0.040
-4.606E-05,0.040
-4.604E-05,0.040
-4.602E-05,0.040
-4.600E-05,0.080
-4.598E-05,0.040
-4.596E-05,0.040
-4.594E-05,0.080
-4.592E-05,0.080
-4.590E-05,0.040
-4.588E-05,0.080
-4.586E-05,0.040
-4.584E-05,0.040
-4.582E-05,0.040
-4.580E-05,0.040
-4.578E-05,0.040
-4.576E-05,0.080
-4.574E-05,0.040
-4.572E-05,0.080
-4.570E-05,0.080
-4.568E-05,0.040
-4.566E-05,0.040
-4.564E-05,0.080
-4.562E-05,0.040
-4.560E-05,0.040
-4.558E-05,0.080
-4.556E-05,0.120
-4.554E-05,0.040
-4.552E-05,0.040
-4.550E-05,0.080
-4.548E-05,0.120
-4.546E-05,0.040
-4.544E-05,0.040
-4.542E-05,0.040
-4.540E-05,0.040
-4.538E-05,0.080
-4.536E-05,0.080
-4.534E-05,0.040
-4.532E-05,0.080
-4.530E-05,0.040
-4.528E-05,0.080
-4.526E-05,0.040
-4.524E-05,0.040
-4.522E-05,0.080
-4.520E-05,0.080
-4.518E-05,0.040
-4.516E-05,0.120
-4.514E-05,0.040
-4.512E-05,0.040
-4.510E-05,0.040
-4.508E-05,0.040
-4.506E-05,0.040
-4.504E-05,0.080
-4.502E-05,0.040
-4.500E-05,0.040
-4.498E-05,0.080
-4.496E-05,0.080
-4.494E-05,0.040
-4.492E-05,0.040
-4.490E-05,0.040
-4.488E-05,0.080
-4.486E-05,0.080
-4.484E-05,0.080
-4.482E-05,0.040
